title	writer	genre	url
異世界居酒屋「のぶ」	蝉川夏哉/逢坂十七年蝉	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N9773BJ
『ショップ』スキルさえあれば、ダンジョン化した世界でも楽勝だ　～迫害された少年の最強ざまぁライフ～	十本スイ	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N5455GB
家の猫がポーションとってきた。	熊ごろう	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N1157GE
【更新再開】庭に穴ができた。ダンジョンかもしれないけど俺はゴミ捨て場にしてる【書籍発売＆コミカライズ企画進行中】	ダイスケ	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N4136HF
世界の闇と戦う秘密結社が無いから作った（半ギレ）	黒留ハガネ	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N1435EV
その無限の先へ	二ツ樹五輪(*´∀｀*)	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N6811CK
セブンス	三嶋　与夢	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N3250CL
裏庭ダンジョンで年収120億円	三上康明	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N6251GW
【書籍2巻発売中】攻略！大ダンジョン時代─俺だけスキルがやたらポエミーなんだけど─【本編第二部毎日更新】	てんたくろー/天鐸龍	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N8971HH
ダンジョンで潮干狩りを	大正	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N9657HS
【書籍化&amp;コミカライズ！】最強で最速の無限レベルアップ　～スキル【経験値1000倍】と【レベルフリー】でレベル上限の枷が外れた俺は無双する～(web版)	シオヤマ琴@コミカライズ2作、書籍化1作準備中	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N5228GP
朝起きたらダンジョンが出現していた日常について……	ポンポコ狸	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N1365DN
「書籍化」モブな主人公　〜小説の中のモブだけど問題がある	バッド	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N1218HU
【書籍化】この世界がいずれ滅ぶことを、俺だけが知っている【コミカライズ連載中】	灰島シゲル	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N4816HE
モブから始まる探索英雄譚	海翔	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N8930FK
異世界帰りのパラディンは、最強の除霊師となる	Ｙ．Ａ	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N4391FG
異世界魔法は遅れてる！	鼻から牛肉／樋辻臥命	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N3840BT
地球さんはレベルアップしました！	生咲日月	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N2004FS
平穏に生きたい【ステータスオール１】は今日も今日とて世界を救う。	鍋敷	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N8492HK
#壊れた地球の歩き方 【コミカライズ連載開始＆書籍二巻発売中！】	ヤマモトユウスケ@#壊れた地球の歩き方 発売中！	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N1581GO
魔力即時回復スキルで現代ダンジョン無双　〜規格外のスキルで爆速レベルアップ→超一流探索者も引くほど最強に〜	可換　環	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N1599GO
地獄の沙汰も黄金次第　～会社をクビになったけど、錬金術とかいうチートスキルを手に入れたので人生一発逆転を目指します～	出雲大吉	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N1932IA
音使いは死と踊る	弁当箱	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N9898CC
 凡人探索者のたのしい現代ダンジョンライフ　【書籍化決定　2023年】	しば犬部隊	ローファンタジー(ファンタジー)	https://ncode.syosetu.com/N1560FY
【超短編】逆行する令嬢の真相	越智屋ノマ 	純文学(文芸)	https://ncode.syosetu.com/N3149HX
短編【王妃になった姉妹の結末】廃妃は二度目の恋を知る	越智屋ノマ 	純文学(文芸)	https://ncode.syosetu.com/N3901HW
トロッコ問題とその最適解	間野ハルヒコ	純文学(文芸)	https://ncode.syosetu.com/N8634GJ
婚約破棄による経済効果	yuyu	純文学(文芸)	https://ncode.syosetu.com/N9380FV
塔の陰	礎衣 織姫	純文学(文芸)	https://ncode.syosetu.com/N1714BG
余命3000文字	村崎羯諦	純文学(文芸)	https://ncode.syosetu.com/N0112GC
『妖精騎士の物語 』　少女は世界を変える	ペルスネージュ	純文学(文芸)	https://ncode.syosetu.com/N6905FX
悪魔の花嫁【連載式コミカライズ配信中】	村岡みのり	純文学(文芸)	https://ncode.syosetu.com/N9555FR
娘の誕生日会に誰も来なかった	たらこくちびる毛	純文学(文芸)	https://ncode.syosetu.com/N5787HP
婚約破棄交渉九十九回目、のちに……。	あいより碧	純文学(文芸)	https://ncode.syosetu.com/N7136GU
余命30000文字	つこさん。	純文学(文芸)	https://ncode.syosetu.com/N4306GE
引っ越してきた隣人が庭に竹を植え始めた	たらこくちびる毛	純文学(文芸)	https://ncode.syosetu.com/N3390HM
竜と妻	とびらの	純文学(文芸)	https://ncode.syosetu.com/N3003HI
【１】宮廷書記官リットの優雅な生活	鷹野　進	純文学(文芸)	https://ncode.syosetu.com/N2941GV
太宰治、異世界転生して勇者になる　～チートの多い生涯を送って来ました～	高橋弘	純文学(文芸)	https://ncode.syosetu.com/N6383EL
主人公だけが忘れる死に戻り	天帷 碧緒	純文学(文芸)	https://ncode.syosetu.com/N2368GW
イカロスの恋	そら	純文学(文芸)	https://ncode.syosetu.com/N5410CX
今日も電波塔で龍が死んでいる	ふとんねこ	純文学(文芸)	https://ncode.syosetu.com/N3949HS
夫が仕事から帰って「夕食は？」と聞くと妻は「カップ麺よ」と言い放つ	エタメタノール	純文学(文芸)	https://ncode.syosetu.com/N1197IA
妻に媚薬を盛ってみた	鈴本耕太郎	純文学(文芸)	https://ncode.syosetu.com/N6757EC
婚約破棄の現場で～王子様の本音～	Ash	純文学(文芸)	https://ncode.syosetu.com/N3596DC
彼にとって、愛とはそういうものだった	ほねのあるくらげ	純文学(文芸)	https://ncode.syosetu.com/N3910GP
あと５分で世界が滅びると言われたので、私はカップラーメンを食べることにした	鞠目	純文学(文芸)	https://ncode.syosetu.com/N0629HA
異世界で魔王を倒してきた元勇者ですが、こちらに戻ってきても就職口がありませんでした。	(=｀ω´=)	純文学(文芸)	https://ncode.syosetu.com/N8134BK
下っ端妃は逃げ出したい	都茉莉	純文学(文芸)	https://ncode.syosetu.com/N9952DA
オーバーエイジ38　～ベテラン・サッカー選手は老いることを知らない～	高坂岬	純文学(文芸)	https://ncode.syosetu.com/N1703HQ
黒髪少女と真夜中の神社でビスケットを食べる	優木凛々	純文学(文芸)	https://ncode.syosetu.com/N1796HI
君を守るため、僕は何度でも死に戻る	羽田遼亮	純文学(文芸)	https://ncode.syosetu.com/N3616FR
人類を滅ぼすシミュレーションゲーム	えるえる	純文学(文芸)	https://ncode.syosetu.com/N0628FA
心を読む聖女	水紅	純文学(文芸)	https://ncode.syosetu.com/N2471GS
もう、いらない	三香	純文学(文芸)	https://ncode.syosetu.com/N9343IB
太宰治、異世界転生して勇者になる　～チートの多い生涯を送って来ました～【連載版】	高橋弘	純文学(文芸)	https://ncode.syosetu.com/N4929GA
ギルドカードの遺言	えるえる	純文学(文芸)	https://ncode.syosetu.com/N6542FI
世界一簡単な合法殺人	下城米雪＠ワンオペ解雇コミカライズ連載中	純文学(文芸)	https://ncode.syosetu.com/N1872GL
私が犯した罪について	たなか	純文学(文芸)	https://ncode.syosetu.com/N8625HB
食べログ1.8のラーメン屋	村崎羯諦	純文学(文芸)	https://ncode.syosetu.com/N9986FK
ネコチャンと天国で会う時の注意点	ヒロモト	純文学(文芸)	https://ncode.syosetu.com/N9356HM
１０年不倫	青井青	純文学(文芸)	https://ncode.syosetu.com/N8796HC
バカだけを殺すウイルス	えるえる	純文学(文芸)	https://ncode.syosetu.com/N8750EY
徒然ww	京野うん子	純文学(文芸)	https://ncode.syosetu.com/N5438ET
愚者の独白	高槻いつ	純文学(文芸)	https://ncode.syosetu.com/N1139GD
転性のノスタルジア	都森メメ	純文学(文芸)	https://ncode.syosetu.com/N0217EJ
先月お父さんが誘拐されたけど、身代金はまだ支払ってません	村崎羯諦	純文学(文芸)	https://ncode.syosetu.com/N3048HX
【２】宮廷書記官リットの有閑な日常	鷹野　進	純文学(文芸)	https://ncode.syosetu.com/N7890GX
耳の聞こえない風俗嬢	青井青	純文学(文芸)	https://ncode.syosetu.com/N1616HF
わたしが勇者の残機ドナーに登録した理由	志雄崎あおい	純文学(文芸)	https://ncode.syosetu.com/N1381FB
共鳴する	はなぶさ	純文学(文芸)	https://ncode.syosetu.com/N3902CT
王子と王女の婚約締結	ほねのあるくらげ	純文学(文芸)	https://ncode.syosetu.com/N4945FB
隣の芝生は枯れていた	あなぐらグラム	純文学(文芸)	https://ncode.syosetu.com/N9603CS
親子鑑定	青井青	純文学(文芸)	https://ncode.syosetu.com/N5837HH
目的は生き延びること	大菊小菊	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N4201GX
男なら一国一城の主を目指さなきゃね	三度笠	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N9511BS
え、社内システム全てワンオペしている私を解雇ですか？【書籍化・コミカライズ】	下城米雪＠ワンオペ解雇コミカライズ連載中	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N6813GP
百花宮のお掃除係～転生した新米宮女、後宮のお悩み解決します。	黒辺あゆみ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N4104EV
今更自由といわれても	西木田	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N0899HS
【12月15日書籍発売】公爵夫人の秘密の日記――白い結婚を申し入れたら、渡りに船と言われました。	横浜 山笑（旧山笑）	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N0792HG
がんばって最高の遺書を書いたら、なぜか &quot;ざまあ&quot; することになりました	優木凛々	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N4042GT
周囲が羨む「ツンデレ幼馴染」を捨てるのは間違っているのか	まきぶろ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N5011GO
大陸英雄戦記	悪一	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N7105CO
【短編版】婚約破棄を宣言した王子と、悪役令嬢は階段から落ちた·····そして2人は叫んだ「私達、入れ替わっている！？」と	夕景あき	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N5732HH
冤罪令嬢の肖像画～とある画家が人生最高の肖像画を描いた話～	優木凛々	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N7475GX
素人おっさん、転生サッカーライフを満喫する	ハーーナ殿下	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N5399EL
最凶侯爵の逆鱗に触れた者達の末路	やとぎ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N0469HC
美人な妹と、私	ユウキ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N2859GE
婚約者が高貴なご令嬢と愛し合ってるようなので、私は身を引きます。…どうして困っているんですか？	越智屋ノマ 	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N2711HX
夢から醒めて	あさな	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N8367GV
逆行転生したおじさん、性別も逆転したけどバーチャルYouTuberの親分をめざす！	ブーブママ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N3530FY
メニューをどうぞ【WEB版】	雛／汐邑雛	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N7072BD
期待されなかった僕たちは	瀬嵐しるん	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N3791HV
後妻のお義母様とお義姉様が屋敷に来て、私は何故か幸せになりました。	浅村鈴	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N1228HB
純粋な疑問の方が酷なこともある	海狸	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N1296GQ
悪役令嬢、庶民に堕ちる【web版】	緋月紫砲	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N3003CW
別に要りませんけど？	ユウキ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N9517GQ
男女比がぶっ壊れた世界の人と人生を交換しました	もぎ　すず	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N9005HD
【web版】美少女にTS転生したから大女優を目指す！【書籍化】	武藤かんぬき	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N4147FG
義妹の嫌がらせで、子持ち男性と結婚する羽目になりました。継母として、義理の娘に嫌われることも覚悟していましたが、そこでようやく本当の家族を手に入れることができました。	石河 翠	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N0177HA
【書籍&amp;コミック発売中】余命六ヶ月延長してもらったから、ここからは私の時間です	編乃肌	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N3488CF
やり直してもサッカー小僧	黒須　可雲太	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N9987BI
おっさん、転生して天才役者になる	ほえ太郎	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N9085GR
アラサーのオレは別世界線に逆行再生したらしい	翠川稜	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N8816FP
気が付いたら競走馬に生まれ変わっていました。でも、競馬の知識は０なんです！	南辺万里	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N6917HA
冷遇妻だけど、夫に愛されていたようです。知るか。	瀬尾優梨	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N5979HQ
そんな俺は、廃太子。《　転生王子の逃避、あるいは　安寧への力業　》	龍槍　＠　リハビリ中	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N9202GQ
異世界チート知識で領地経営しましょう	加藤　良介	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N7752GE
ないがしろにされた令嬢は、不幸の元凶を排除することにした	優木凛々	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N8742GS
晴れて国外追放にされたので魅了を解除してあげてから出て行きました	ラララオキ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N8392HJ
エルフさんの魔法料理店	夜塊織夢 	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N7886GF
鈍金色のリリーフエース〜常勝球団で酷使されていた俺は、弱小球団のホワイト環境で無双する〜	筆箱鉛筆	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N5217GG
とある魔球のダウンザライン！	うるめいわし	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N9419EZ
聖女追放！………とは直接関係なかった子爵様	ハーピスト 	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N8019HG
【書籍・漫画化しました！】異世界メイドの三ツ星グルメ ～現代ごはん作ったら王宮で大バズリしました～【旧題・美食おぼっちゃまの転生メイド】	モリタ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N6589HL
いつか貴女の手を引けるように。	黛ちまた	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N6391GF
辺境伯子息の独白	里見しおん	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N7265HD
おおそといっき！	うるめいわし	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N0502GU
【短編】国王陛下は王子のフリを見て我がフリを反省した	宇水涼麻	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N6417GY
婚約破棄は別に良いのですが、貴方が自慢げに見せているそれは国家機密ですわよ？	はぐれメタボ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N5466HD
アラサーがVTuberになった話。	とくめい	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N4638GP
婚約者に裏切られた私は熊より強くなりました	秋雨ルウ（レビューしてた人）	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N4789GS
初夜に「俺がお前を抱く事は無い！」と叫んだら長年の婚約者だった新妻に「気持ち悪い」と言われた上に父にも予想外の事を言われた男とその浮気女の話	ラララオキ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N7210HP
真実の愛に婚約破棄を叫ぶ王太子より更に凄い事を言い出した真実の愛の相手	ラララオキ	ヒューマンドラマ(文芸)	https://ncode.syosetu.com/N6809HH
戦国小町苦労譚	夾竹桃	歴史(文芸)	https://ncode.syosetu.com/N8406BM
戦国時代に宇宙要塞でやって来ました。	横蛍	歴史(文芸)	https://ncode.syosetu.com/N9798EI
偽典・演義　～とある策士の三國志（仮）～	仏ょも	歴史(文芸)	https://ncode.syosetu.com/N5802FT
淡海乃海　水面が揺れる時	イスラーフィール	歴史(文芸)	https://ncode.syosetu.com/N9975DE
転生！　竹中半兵衛　マイナー武将に転生した仲間たちと戦国乱世を生き抜く	青山　有	歴史(文芸)	https://ncode.syosetu.com/N0681DE
羽林、乱世を翔る（異伝　淡海乃海 水面が揺れる時）	イスラーフィール	歴史(文芸)	https://ncode.syosetu.com/N0109FX
三日月が新たくなるまで俺の土地！～マイナー武将「新田政盛」に転生したので野望MAXで生きていきます～	篠崎冬馬	歴史(文芸)	https://ncode.syosetu.com/N9638GX
戦武成伝　－武田に転生したと思ったら想像してたのと違う甲斐武田から枝分かれした安芸武田のさらに枝分かれの若狭武田だったので、滅亡しないように武をもって成り上がります－	尾羽内 鴉	歴史(文芸)	https://ncode.syosetu.com/N8480HJ
【書籍化】令和の化学者・鷹司耀子の帝都転生　～プラスチック素材で日本を救う～【旧題：鷹は瑞穂の空を飛ぶ】	雨堤俊次/コモンレール	歴史(文芸)	https://ncode.syosetu.com/N1453GS
本能寺から始める信長との天下統一  ©歴史知識は必要なし ９巻２月２５日発売 オーバーラップ文庫 電撃大王連載中  電撃コミックスNEXT ３巻10/27発売・１８１，０００，０００PV突破	常陸之介寛浩★ＯＶＬ５金賞受賞☆アルファ第4回歴史時代小説読者賞	歴史(文芸)	https://ncode.syosetu.com/N2656EV
銭（インチキ）の力で、戦国の世を駆け抜ける。（本編完結）（コミカライズ開始）	Ｙ．Ａ	歴史(文芸)	https://ncode.syosetu.com/N7002CP
ルイ16世に転生してしまった俺はフランス革命を全力で阻止してアントワネットと末永くお幸せに暮らしたい【WEB連載版】	スカーレッドG	歴史(文芸)	https://ncode.syosetu.com/N7403FU
【漫画単行本発売中】斎藤義龍に生まれ変わったので、織田信長に国譲りして長生きするのを目指します！【本編完結】	巽未頼	歴史(文芸)	https://ncode.syosetu.com/N1980EH
織田家の長男に生まれました	いせひこ/大沼田伊勢彦	歴史(文芸)	https://ncode.syosetu.com/N0658DU
魯鈍の人（ロドンノヒト）  ～信長の弟、信秀の十男と言われて～	牛一（ドン）	歴史(文芸)	https://ncode.syosetu.com/N2491GK
加賀100万石に仕える事になった	シムCM	歴史(文芸)	https://ncode.syosetu.com/N0561CM
戦国生存記	現実逃避	歴史(文芸)	https://ncode.syosetu.com/N4826GS
陶都物語～赤き炎の中に～	まふまふ	歴史(文芸)	https://ncode.syosetu.com/N9077DF
【本編完結】小物武将、木村吉清　豊臣の天下で成り上がる！　(旧題)マイナー戦国武将に転生したのでのんびり生きようと思ったら、いきなり30万石の大名になってしまいました	田島はる	歴史(文芸)	https://ncode.syosetu.com/N7128HA
信長の庶子	壬生一郎	歴史(文芸)	https://ncode.syosetu.com/N0921ED
武田信虎　～暴君から名君へ～	なんじゃもんじゃ	歴史(文芸)	https://ncode.syosetu.com/N0799FW
冬嵐記	槐	歴史(文芸)	https://ncode.syosetu.com/N7459HN
戦国時代に転移したと思ったら俺だけRPGだった！	したらば	歴史(文芸)	https://ncode.syosetu.com/N2886GH
じゃない孔明転生記。軍師の師だといわれましても	二水うなむ	歴史(文芸)	https://ncode.syosetu.com/N9160GN
項羽と劉邦、あと田中	古寺谷 雉	歴史(文芸)	https://ncode.syosetu.com/N0979EW
未来から吹いた風　～５人でひっくりかえす太平洋戦争～	青雲あゆむ	歴史(文芸)	https://ncode.syosetu.com/N8961GY
痛快娯楽時代劇　小田氏治	藤永太郎	歴史(文芸)	https://ncode.syosetu.com/N3835HA
三田一族の意地を見よ	三田弾正	歴史(文芸)	https://ncode.syosetu.com/N0672BH
復興名家の仮名目録　～戦国転生異聞～　（旧名：殿と仮名目録の追加案件）	シムCM	歴史(文芸)	https://ncode.syosetu.com/N3055EX
風神天翔記　～とある修羅の転生事情～	仏ょも	歴史(文芸)	https://ncode.syosetu.com/N3584FO
海道一ノ弓取リ	葉室 貫之	歴史(文芸)	https://ncode.syosetu.com/N9938FY
討ち死になんて勘弁な	悠夜	歴史(文芸)	https://ncode.syosetu.com/N9088ET
貴族になったが、未来がヤバかった	やがみ	歴史(文芸)	https://ncode.syosetu.com/N3687BI
信長公弟記～織田さんちの八男です～【コミカライズ連載中】	彩戸ゆめ	歴史(文芸)	https://ncode.syosetu.com/N1768DX
天地海　～無名武将に転生したので天下は諦めて新潟港を発展させる～	今川幸乃	歴史(文芸)	https://ncode.syosetu.com/N8970FY
稲荷様は平穏に暮らしたい	茶トラの猫	歴史(文芸)	https://ncode.syosetu.com/N2386GE
北政所様の御化粧係〜戦国の世だって美容オタクは趣味に生きたいのです〜	笹倉のり	歴史(文芸)	https://ncode.syosetu.com/N3567GS
生まれ変わったら曹昂だった。　前世の知識を活かして宛城の戦いで戦死しないで天寿を全うします	 雪国竜	歴史(文芸)	https://ncode.syosetu.com/N8586HG
航空エンジニアのやり直し　～航空技術者は二度目に引き起こされた大戦から祖国を守り抜く～	御代出　実葉	歴史(文芸)	https://ncode.syosetu.com/N3926FE
董卓の娘	神奈いです	歴史(文芸)	https://ncode.syosetu.com/N3991GZ
転生三法師の奮闘記  ～魔王の孫とよばれて〜	夜鷹	歴史(文芸)	https://ncode.syosetu.com/N0901GO
六芒星が頂に～星天に掲げよ！ 二つ剣ノ銀杏紋～	縞杜コウ(縞守皐駕)	歴史(文芸)	https://ncode.syosetu.com/N8249FB
江雲記―六角定頼に転生した舐めプ男の生涯―	藤瀬慶久	歴史(文芸)	https://ncode.syosetu.com/N5635FZ
戦国蒸溜所 ～スピリッツ・オブ・バトルエイジ～	漸減サカヤキ	歴史(文芸)	https://ncode.syosetu.com/N9236HH
悪役令嬢の十五年戦争　 ～転生先は戦前の日本？！　このままじゃあ破滅フラグを回避しても駄目じゃない！！～	扶桑かつみ	歴史(文芸)	https://ncode.syosetu.com/N4583HE
時霞　～信長の軍師～　【長編完結】	水野忠	歴史(文芸)	https://ncode.syosetu.com/N7588HA
【文庫化】信長と征く　転生商人の天下取り	入月英一	歴史(文芸)	https://ncode.syosetu.com/N4364FF
阿武隈の狼	平良中	歴史(文芸)	https://ncode.syosetu.com/N0027GK
首取り物語：北条・武田・上杉の草刈り場でザマァする。ところでみんな・・・・現実を見ようか。こいつらの首取るのは大変なんだヨォ～～～！主人公以外全員ガチです。	天のまにまに	歴史(文芸)	https://ncode.syosetu.com/N4919HF
オール・ユー・ニード・イズ・吉良～死に戻りの赤穂事件～	左高例	歴史(文芸)	https://ncode.syosetu.com/N8102DQ
薬屋のひとりごと	日向夏	推理(文芸)	https://ncode.syosetu.com/N9636X
婚約破棄の日の夜に	夕景あき	推理(文芸)	https://ncode.syosetu.com/N0084GZ
吾輩は魔王であるが、四天王になぜか監禁されている	コーチャー	推理(文芸)	https://ncode.syosetu.com/N0843EU
勇者が死んだので三等書記官は魔王城へ行きます	コーチャー	推理(文芸)	https://ncode.syosetu.com/N8797EA
伯爵夫人の遺書	水谷繭	推理(文芸)	https://ncode.syosetu.com/N2581HK
異世界の名探偵（旧題:ファンタジーにおける名探偵の必要性）	片里鴎(カタザト)	推理(文芸)	https://ncode.syosetu.com/N7033BR
彼ぴっぴしゅきしゅきビーム殺人事件	経済的ゾンビ	推理(文芸)	https://ncode.syosetu.com/N9273GZ
レベル１の俺が魔王を倒すと言ったら、みんな笑った。でも、前世が名探偵だったおかげで本当に倒してしまい……	からくらり	推理(文芸)	https://ncode.syosetu.com/N6764FU
聖女様を殺したのは誰ですか？	コーチャー	推理(文芸)	https://ncode.syosetu.com/N5067HA
誰が聖女を殺したか？	榛名丼	推理(文芸)	https://ncode.syosetu.com/N7202GP
勇者一行は死ななければならない	コーチャー	推理(文芸)	https://ncode.syosetu.com/N0575GN
佐伯さんの下着が透けてることを後ろの席の僕だけが知っている〜ところで佐伯さん、毎日帰り際にボソッと下着の色を教えてくるのはなんでなの？〜	麻田セカイ　	推理(文芸)	https://ncode.syosetu.com/N5690HC
王子様は一級死亡フラグ建築士　～城からパクってきた銀のスプーンが黒く変色した件～	藤原ゴンザレス	推理(文芸)	https://ncode.syosetu.com/N6008DE
『飽きた』と書いた紙で異世界に行けたけど、破滅した悪役令嬢の代役だった	枝豆ずんだ	推理(文芸)	https://ncode.syosetu.com/N4008FC
盲目の織姫は後宮で皇帝との恋を紡ぐ	小早川真寛	推理(文芸)	https://ncode.syosetu.com/N1074FP
最高の勇者を殺す一つの方法	コーチャー	推理(文芸)	https://ncode.syosetu.com/N9425GP
時計屋の兎（ラビット）	狭山ひびき	推理(文芸)	https://ncode.syosetu.com/N0051GP
勇者様の死体を見つけちゃったんですけど！	コーチャー	推理(文芸)	https://ncode.syosetu.com/N3218EN
マネーロンダリング～二億円の行方	青い鯖	推理(文芸)	https://ncode.syosetu.com/N4376BL
《連載》ヒロインは途中退場させられましたが、全て元に戻るだなんて、そうは問屋が卸さない	きなこ	推理(文芸)	https://ncode.syosetu.com/N7017FX
キモオタでギャルゲー、それって何の罰ゲーム！？	天満川鈴	推理(文芸)	https://ncode.syosetu.com/N1476BY
囁くヴァニタス	中村 颯希	推理(文芸)	https://ncode.syosetu.com/N2911DD
死に掛け女のぐーたら疫神生活	楠瑞稀	推理(文芸)	https://ncode.syosetu.com/N6086BU
劣等刑事の勘違い逮捕伝　～車で犯人ひきまくってたら出世しました～	馬路まんじ＠PV公開（主人公：赤羽根健治 ヒロイン：逢田梨香子）	推理(文芸)	https://ncode.syosetu.com/N2362GQ
呪われるたび強くなる。スキル『呪具耐性』を授かりました。あれから十数年、名家から追い出された貴族の次男坊。ひとり身おっさんのもんもんスローライフ。	三神カミ	推理(文芸)	https://ncode.syosetu.com/N5157HW
【コミカライズ連載中】塔の医学録　～悪魔に仕えたメイドの記～	澁澤まこと	推理(文芸)	https://ncode.syosetu.com/N3631GA
【書籍化、コミカライズ】《第三章完結》愛読家、日々是好日〜慎ましく、天衣無縫に後宮を駆け抜けます〜	琴乃葉	推理(文芸)	https://ncode.syosetu.com/N0267HK
ギルドの受付嬢は人間を殺せない	コーチャー	推理(文芸)	https://ncode.syosetu.com/N5763EJ
絶体絶命悪役令嬢	8D	推理(文芸)	https://ncode.syosetu.com/N5721DV
逃走犯はオトコノコ！	青い鯖	推理(文芸)	https://ncode.syosetu.com/N5894CE
異世界クイズ王　～妖精世界と七王の宴～	ＭＵＭＵ	推理(文芸)	https://ncode.syosetu.com/N1867FD
本気で「偽善者」はじめたら、たくさんの人に感謝され、なりゆきで巨大犯罪組織まで壊滅させ、いつの間にか世界70億人の命を救ってたんだが。	実時 彰良	推理(文芸)	https://ncode.syosetu.com/N9729CH
王国の令嬢が帝国に嫁入りするのは、戦争回避のため	白澤　睡蓮	推理(文芸)	https://ncode.syosetu.com/N2134HI
血みどろの婚約破棄は仕組まれていた	白澤　睡蓮	推理(文芸)	https://ncode.syosetu.com/N9063GW
その事件の１人目の被害者は、悪役令嬢である　～サスペンスな世界に転生したら、婚約者か弟か殺人鬼に殺されそうです～	宮崎	推理(文芸)	https://ncode.syosetu.com/N8077FT
アラサーがJKに転生して楽しいのか？	別所 燈 	推理(文芸)	https://ncode.syosetu.com/N7677FD
ステータスが見えるようになった俺は君を絶対に救い出す！　～俺と天使の事件捜査ファイル～	藤原ゴンザレス	推理(文芸)	https://ncode.syosetu.com/N4443DU
イレギュラーな魔術師（旧版）	常高院於初	推理(文芸)	https://ncode.syosetu.com/N1356S
正しいアイコラの作り方	水月一人	推理(文芸)	https://ncode.syosetu.com/N1974CD
